name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country,processed
,fitness,7.2300715,43.6877262,,,,Chemin du Vallon de Barla,Nizza,,6206.0,FR,True
VitaClub,fitness,7.2386756,43.6941721,,,https://salle-de-sports-nice.com/,Boulevard Carlone,Nizza,56,6000.0,FR,True
Basic-Fit,,4.8446334,46.7811252,,,,Avenue Georges Pompidou,Chalon-sur-Saône,,71100.0,FR,True
Basic-Fit,,1.4287696,43.6398746,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,,Avenue des États-Unis,Toulouse,,31200.0,FR,True
,fitness,6.8623782,48.0669031,,,,Promenade de Tidarmène,Gérardmer,,88400.0,FR,True
,fitness,-0.7617092,44.6022571,,,,Avenue de Gascogne,Le Barp,,33114.0,FR,True
Crossfit Voiron,,5.5919527,45.3511251,,,,Allée Ruby,Saint-Jean-de-Moirans,,38430.0,FR,True
L'appart fitness,,5.5800677,45.3831086,,,,Rue Louis Néel,Voiron,,38500.0,FR,True
Fifry nine,,5.5749577,45.3871252,,,,Rue Louis Leprince Ringuet,Voiron,,38500.0,FR,True
KeepCool,,7.7254575,48.6589769,,,,Rue Transversale A,Vendenheim,,67550.0,FR,True
,fitness,2.2800867,48.8502907,,,,Rue Maurice Bourdet,Paris,,75016.0,FR,True
,fitness,2.2800217,48.8503802,,,,Pont de Grenelle - Cadets de Saumur,Paris,,75015.0,FR,True
,fitness,2.2799507,48.8503309,,,,Rue Maurice Bourdet,Paris,,75016.0,FR,True
,fitness,2.2799187,48.8503098,,,,Rue Maurice Bourdet,Paris,,75016.0,FR,True
,fitness,2.2799387,48.8502493,,,,Rue Maurice Bourdet,Paris,,75016.0,FR,True
up2you,fitness,6.0935047,46.1217163,Mo-Su 06:00-23:00,,https://up2you-sport.com,Rue du Jura,Neydens,110,74160.0,FR,True
,fitness,5.9469146,45.375202,,,,Chemin de la Source,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,5.9468316,45.3759719,,,,Chemin de la Source,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,5.9461829,45.3737363,,,,Rue des Réfractaires 1942,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,5.9468441,45.3757086,,,,Chemin de la Source,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,5.9467027,45.3748473,,,,Chemin de la Source,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,5.9464955,45.3745164,,,,Bellechambre,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,5.946486,45.3744975,,,,Bellechambre,Saint-Vincent-de-Mercuze,,38660.0,FR,True
,fitness,0.8755831,47.4534226,,,,Voie Verte au Pays de Vouvray,Chançay,,37210.0,FR,True
,fitness,0.8758919,47.45347,,,,Voie Verte au Pays de Vouvray,Chançay,,37210.0,FR,True
Studio 45,,2.3762749,48.8626335,,,https://www.sportclubstudio45.com/,Rue Pasteur,Paris,,75011.0,FR,True
Gym Loisirs & Bien être,,2.2741054,48.8087429,,,,Rue Lazare Carnot,Clamart,57,92140.0,FR,True
,fitness,1.7344163,50.7476734,,,,Rue des Communes,Conteville-lès-Boulogne,,62126.0,FR,True
Fitway,,5.9520323,45.8490119,,,,Rue René Cassin,Rumilly,,74150.0,FR,True
Feelgood,fitness,6.128759,45.9023848,,,,Galerie de l'émeraude,Annecy,,74000.0,FR,True
,fitness,3.4461379,46.1275852,,,,Allée de Provence,Cusset,,3300.0,FR,True
,fitness,5.3500401,43.3589539,,,,Avenue de l'Argilité,Marseille,,13015.0,FR,True
Fitness Lac,fitness,5.8681801,45.6437515,Mo-Su 06:00-23:00,,,Rue du Lac Majeur,Le Bourget-du-Lac,,73370.0,FR,True
Centre de Yoga,yoga,-1.2762148,47.0889265,,,,Rue Saint-Nicolas,Clisson,,44190.0,FR,True
,fitness,-0.9778273,44.6410049,,,,Avenue des Boïens,Biganos,,33380.0,FR,True
Vita Liberté,,5.3384658,43.3557667,,,,Rue Henri et Antoine Maurras,Marseille,,13016.0,FR,True
Yogamama,yoga,2.506287,48.8405702,,,https://www.yogamamabygabs.com/,Rue des Arts,Le Perreux-sur-Marne,69bis,94170.0,FR,True
,fitness,-1.9678514,46.8660116,,,,Route de Saint-Urbain,Sallertaine,,85300.0,FR,True
,fitness,-1.96369,46.8628096,,,,Route de Saint-Urbain,Sallertaine,,85300.0,FR,True
,fitness,-1.9698299,46.8662214,,,,Route de Saint-Urbain,Sallertaine,,85300.0,FR,True
,fitness,-1.9736887,46.8657947,,,,Chemin des Eves à Saint-Denis,Sallertaine,,85300.0,FR,True
,fitness,-1.9748637,46.8625214,,,,Chemin des Eves à Saint-Denis,Sallertaine,,85300.0,FR,True
,fitness,6.3369143,46.8992252,,,,Rocade Georges Pompidou,Pontarlier,,25300.0,FR,True
La ressource,yoga,4.6723379,45.6193186,,,https://www.celinesoulier.fr/,Rue des Fifres,Mornant,,69440.0,FR,True
Ricky Fitness,fitness,-54.0288494,3.6476813,,,,Rue Dada Aristide,Maripasoula,491,97370.0,FR,True
,fitness,4.014806,43.6106209,,,,Rue Pierre Brossolette,Mauguio,,34130.0,FR,True
,fitness,4.0147657,43.6107057,,,,Rue Pierre Brossolette,Mauguio,,34130.0,FR,True
Fitness Park,,7.283619,43.7082593,,,https://www.fitnesspark.fr/club/nice-verany/,Boulevard Jean-Baptiste Vérany,Nizza,4,6300.0,FR,True
I-Motion,,5.3924155,43.2888714,"Mo-Fr 08:00-14:00,16:00-21:00; Sa 09:00-14:00",,https://stimbodyfit.fr/,Rue des Vertus,Marseille,140,13005.0,FR,True
,fitness,6.0878138,48.8127186,,,,Piste les Rapailles,Belleville,,54940.0,FR,True
,fitness,2.2709344,45.3871142,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.2720878,45.3868919,,,,Avenue du 8 Mai 1945 et du 11Novembre 1918,Neuvic,,19160.0,FR,True
,fitness,2.2726939,45.3872799,,,,Avenue du 8 Mai 1945 et du 11Novembre 1918,Neuvic,,19160.0,FR,True
,fitness,2.2725169,45.3876755,,,,Impasse du Puy Chafaud,Neuvic,,19160.0,FR,True
,fitness,2.2720395,45.3881615,,,,Impasse du Puy Chafaud,Neuvic,,19160.0,FR,True
,fitness,2.2710417,45.3883687,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.2706608,45.3887003,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.269486,45.3882896,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.2702209,45.3881653,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.2707949,45.388154,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.2713099,45.3880787,,,,Impasse du Puy Chafaud,Neuvic,,19160.0,FR,True
,fitness,2.2718142,45.3874457,,,,Avenue du 8 Mai 1945 et du 11Novembre 1918,Neuvic,,19160.0,FR,True
,fitness,2.2714816,45.387555,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
,fitness,2.2708915,45.3875663,,,,Rue du Petit Paris,Neuvic,,19160.0,FR,True
Form's and Fitness,,2.2500559,48.8201519,,,,Rue Jean-Pierre Timbaud,Issy-les-Moulineaux,11,92130.0,FR,True
Fitness Park,,1.334856,43.4796507,,,,D 817,Muret,,31600.0,FR,True
On Air Paris Voltaire,,2.3840505,48.8552326,Mo-Su 06:00-23:00,,https://onair-fitness.fr/club/parisvoltaire/,Boulevard Voltaire,Paris,172,75011.0,FR,True
Parcours de Santé Richard Choron,fitness,6.9672153,48.2344071,,,,Rue de l'Ancien Séminaire,Saulcy-sur-Meurthe,,88580.0,FR,True
,fitness,3.8000199,43.6208162,,,,Avenue Georges Frêche,Juvignac,,34990.0,FR,True
,fitness,3.7998123,43.6208043,,,,Rond-Point Martin Luther-King,Juvignac,,34990.0,FR,True
,fitness,3.799578,43.6207656,,,,Avenue du Perret,Juvignac,,34990.0,FR,True
,fitness,-1.1904348,47.3594349,,,,Rue Antoinette de Bruc,Ancenis-Saint-Géréon,,44150.0,FR,True
Basic Fit,,2.3812619,48.8455474,,,,Avenue de Corbéra,Paris,1,75012.0,FR,True
Studio Pilates,fitness,0.2010696,47.997456,,,https://www.studiopilateslemans.fr/,Rue Nationale,Le Mans,,72000.0,FR,True
,fitness,4.8073516,44.1480962,,,,Place Jules Michelet,Orange,,84100.0,FR,True
Arriba Fitness,,0.8105435,48.3275554,,,,Avenue de la Messesselle,Nogent-le-Rotrou,,28400.0,FR,True
,,0.8100714,48.3270253,,,,Rue de la Mâlerie,Nogent-le-Rotrou,,28400.0,FR,True
Basic-Fit,,1.7068659,46.8486691,,,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-deols-avenue-gustave-eiffel-c0409b11bb304184ad85a8700799b9c0.html?utm_medium=yext&utm_source=gmb,N 151,Déols,,36130.0,FR,True
L'orange bleu,,5.5641301,45.3783198,,,https://www.lorangebleue.fr/clubs/voiron/,Boulevard de Charavines,Voiron,1353,38500.0,FR,True
,,-60.9923486,14.6127381,,,,D 3,Le Lamentin,,97232.0,FR,True
,fitness,-1.3749848,43.6560618,,,,Impasse de la Closerie,Angresse,,40150.0,FR,True
,,-0.0484768,47.7018937,,,,Allée de la Reinière,La Flèche,,72200.0,FR,True
Body Smile,,6.0239562,46.519359,,,,Rue de la République,Hauts de Bienne,,39400.0,FR,True
California Gym,,5.6163616,45.3057717,"Mo-Th 08:00-22:00; Fr 09:00-21:00; Sa,Su 09:00-16:00",,https://californiagym-38.fr/,Rue Vaucanson,Voreppe,172,38340.0,FR,True
,fitness,0.3360955,45.243972,,,,Place du Gymnase,Ribérac,,24600.0,FR,True
Toup'ti Gym,,6.1702125,48.6857928,,,https://touptigym-nancy.fr/,Rue Christian Pfister,Nancy,6,54100.0,FR,True
KeepCool,,6.1706385,48.6864084,Mo-Su 06:00-23:00,,,Rue de la Commanderie,Nancy,,54100.0,FR,True
,fitness,6.1153925,45.9234599,,,,Chemin des Ponts,Épagny Metz-Tessy,,74370.0,FR,True
,fitness,3.015051,43.19477,,,,Impasse Raymond Pitet,Narbonne,,11100.0,FR,True
,fitness,4.903062,44.1130516,,,,Place Pierre Bonnet,Jonquières,,84150.0,FR,True
On Air Fitness,,2.4701545,48.8107285,"Mo-Fr 06:00-23:00,Sa-Su 08:00-20:00",,https://onair-fitness.fr/club/saint-maur-des-fosses/,Boulevard Maurice Berteaux,Saint-Maur-des-Fossés,9,94100.0,FR,True
Parcours sportif Daumesnil (Départ),fitness,2.42349,48.8360468,,,,Route Brûlée,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 1 : slalom),fitness,2.4239715,48.8345415,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 2 : assouplissement),fitness,2.4239723,48.8338428,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 3 : barres fixes),fitness,2.4221122,48.8333478,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 4 : espalier),fitness,2.4209828,48.8329783,,,,Parcours Santé,Paris,,75012.0,FR,True
,fitness,2.4217962,48.8315802,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 6 : grimpe et saut),fitness,2.422673,48.8321939,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 7 : barres parallèles),fitness,2.4238538,48.8326539,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 8 : sauts de tourelles),fitness,2.4240175,48.8317534,,,,Allée Cavalière,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 11 : monter à l'appui),fitness,2.4265955,48.8327519,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 12 : saute mouton),fitness,2.4275491,48.8321701,,,,Allée des Lapins,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 13 : anneaux),fitness,2.427815,48.8326872,,,,Parcours Santé,Paris,,75012.0,FR,True
,fitness,2.4273113,48.8333173,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 18 : assouplissement et fin),fitness,2.4255655,48.8357297,,,,Route Brûlée,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 17 : espalier),fitness,2.425672,48.8353503,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 16 : pas de géant),fitness,2.4269257,48.8346386,,,,Parcours Santé,Paris,,75012.0,FR,True
Parcours sportif Daumesnil ( 15 : haies),fitness,2.4269409,48.8338866,,,,Parcours Santé,Paris,,75012.0,FR,True
,fitness,-2.0693134,48.0042091,,,,D 238,Plélan-le-Grand,,35380.0,FR,True
Mouv'Roc,fitness,1.1265858,49.0171836,,,,Rue Saint-Germain,Évreux,,27000.0,FR,True
,fitness,4.8359891,44.1252047,,,,Chemin de Meyne Claire,Orange,,84100.0,FR,True
Atelier de Yoga,yoga,3.0571669,50.6303613,"""sur inscription uniquement""",,,Rue Léon Gambetta,Lille,,59046.0,FR,True
,fitness,6.0336836,45.9482343,,,,Dépose Rapide,Sillingy,,74330.0,FR,True
,fitness,4.9702077,45.6610023,,,,Route de Toussieu,Mions,,69780.0,FR,True
La Salle de Sport,fitness,1.1523868,49.4056553,"Mo-Fr 09:00-12:00,15:00-20:00; Sa 09:00-12:00; Su off",,https://www.la-salledesport.com/,Route de Paris,Le Mesnil-Esnard,2,76240.0,FR,True
On Air,,3.8394856,43.6123969,,,https://onair-fitness.fr/club/montpellier-celleneuve/,Avenue de Lodève,Montpellier,129,34070.0,FR,True
Karma Studio,fitness,6.6425389,43.4610398,,,https://backoffice.bsport.io/m/Karma,Rue de la Tuilerie,Roquebrune-sur-Argens,,83520.0,FR,True
Ceps Training,fitness,6.6426945,43.4609814,,,,Rue de la Tuilerie,Roquebrune-sur-Argens,,83520.0,FR,True
KeepCool,,2.3300553,48.8924001,"PH,Mo-Su 06:00-23:00",,,Rue Marcadet,Paris,237,75018.0,FR,True
Studio Pilates’n Cie,fitness,2.2238087,48.5802006,,,,Grande Rue,Égly,,91520.0,FR,True
Energie 1 : moulinez les bras,fitness,4.8990329,45.715244,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Sautillez,fitness,4.8991636,45.7152498,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Energie 2 : flexions,fitness,4.899947,45.7151905,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Marchez,fitness,4.9005727,45.7149024,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Energie 3 : touchez le pied avec la main,fitness,4.9020154,45.7147615,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Levé de genoux,fitness,4.9029258,45.7152868,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Energie 5 : sautez à pieds joints,fitness,4.902927,45.7158932,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
marchez en arrière,fitness,4.9029574,45.7159665,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Trottez avec les talons en arrière,fitness,4.9033167,45.7163847,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Energie 7 : appuis,fitness,4.9040736,45.7167593,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Trotinnez en souplesse,fitness,4.9041484,45.7167431,,,,Allée Cavalière,Vénissieux,,69200.0,FR,True
Energie 8 : abdos,fitness,4.9047456,45.7159513,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Pas chassés,fitness,4.9048549,45.7158803,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Energie 9 : passez dessus dessous,fitness,4.905217,45.7152769,,,,Boulevard de Parilly,Vénissieux,,69200.0,FR,True
Grands pas,fitness,4.9048631,45.7150495,,,,Boulevard de Parilly,Vénissieux,,69200.0,FR,True
Energie 10 : montez sur les plots,fitness,4.9043587,45.7145071,,,,Allée du lièvre,Vénissieux,,69200.0,FR,True
Energie 11 : flexion des bras,fitness,4.9036211,45.7139675,,,,Allée du lièvre,Vénissieux,,69200.0,FR,True
Levée de genoux,fitness,4.9035516,45.713836,,,,Allée du lièvre,Vénissieux,,69200.0,FR,True
Energie 12 : poutre,fitness,4.902944,45.7134263,,,,Boulevard de Parilly,Vénissieux,,69200.0,FR,True
Sautillez,fitness,4.9027334,45.7134374,,,,Allée du lièvre,Vénissieux,,69200.0,FR,True
Energie 13 : barre parallèle,fitness,4.9021101,45.7135085,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
marchez,fitness,4.9018668,45.7135332,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Marchez en sautant,fitness,4.9005688,45.7141436,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Energie 16 : sauts latérals,fitness,4.9000201,45.7144601,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Marchez,fitness,4.8998404,45.7144788,,,,Allée des Faisans,Vénissieux,,69200.0,FR,True
Espace Fitness (cours collectifs),fitness;hiit;trx;yoga;exercise,3.9510906,49.0353115,"Mo 12:30-13:15,18:30-19:15; Tu 12:30-13:15,18:00-19:30; We 12:30-13:15; Th 12:30-13:15,18:15-19:15; Fr 12:30-13:15,19:15-20:30; Sa 10:30-12:00",,https://bulleo.epernay-agglo.fr/activites-forme,La coulée verte,Épernay,,51200.0,FR,True
Agrès de fitness en accès libre à l'extérieur,,3.9501895,49.0346057,,,,La coulée verte,Épernay,,51200.0,FR,True
Body Hit,,2.3705923,48.8548674,"Mo-Fr 08:00-14:00,17:00-21:00, Sa 09:00-13:00,14:00-18:00",,https://www.bodyhit.fr,Rue Daval,Paris,,75011.0,FR,True
,,4.5123954,44.5719383,,,,Chemin de Lansas,Villeneuve-de-Berg,,7170.0,FR,True
Fitness Park,,2.4257959,48.6129223,Mo-Su 6:00-23:00,,,Rue du Cantal,Lisses,,91090.0,FR,True
Crossfit Aubenas,crossfit,4.4366689,44.5901121,,,,Avenue Edouard Froment,Lavilledieu,,7170.0,FR,True
Pep's NRJ,fitness,2.3253304,48.9048508,"PH,Mo-Su 07:00-23:00",,,Rue Palouzié,Saint-Ouen-sur-Seine,,93400.0,FR,True
,fitness,3.235025,50.1814768,,,,Avenue de Dunkerque,Cambrai,,59400.0,FR,True
Sport Consulting,,4.7357189,45.7839017,,,,Avenue Général de Gaulle,Charbonnières-les-Bains,,69260.0,FR,True
,fitness,-0.3601885,43.6914335,,,,Ancienne ligne de Tramway d'Amou à Aire-sur L'Adour,Eugénie-les-Bains,,40320.0,FR,True
,fitness,-0.3610387,43.6915004,,,,Ancienne ligne de Tramway d'Amou à Aire-sur L'Adour,Eugénie-les-Bains,,40320.0,FR,True
,fitness,-0.3639637,43.6922015,,,,Ancienne ligne de Tramway d'Amou à Aire-sur L'Adour,Eugénie-les-Bains,,40320.0,FR,True
,fitness,-0.3669342,43.6922509,,,,Ancienne ligne de Tramway d'Amou à Aire-sur L'Adour,Eugénie-les-Bains,,40320.0,FR,True
,fitness,-0.3678784,43.6930403,,,,Ancienne ligne de Tramway d'Amou à Aire-sur L'Adour,Eugénie-les-Bains,,40320.0,FR,True
,fitness,-0.3696674,43.6943571,,,,Ancienne ligne de Tramway d'Amou à Aire-sur L'Adour,Eugénie-les-Bains,,40320.0,FR,True
Fitness Park,,2.3711536,48.7580793,Mo-Su 06:00-23:00,,https://www.fitnesspark.fr/,Avenue du Luxembourg,Thiais,,94320.0,FR,True
Maparenthèse,yoga,2.3569628,48.8716605,,,,Rue du Faubourg Saint-Martin,Paris,,75010.0,FR,True
,fitness,4.8996075,45.7159832,,,,Boulevard de la Jeunesse,Vénissieux,,69200.0,FR,True
,fitness,4.9000915,45.7164669,,,,Boulevard de la Jeunesse,Vénissieux,,69200.0,FR,True
Fitness Park,,2.2983105,48.585055,,,,Rond-Point des Nonains,Brétigny-sur-Orge,,91220.0,FR,True
Basic-Fit,fitness,2.2996849,48.5797695,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00",,https://www.basic-fit.com/fr-fr/clubs/basic-fit-bretigny-sur-orge-rue-michele-morgan-268bbbad551a47c2812f447c03602abc.html,Rue Michèle Morgan,Brétigny-sur-Orge,5,91220.0,FR,True
KeepCool,,1.8691272,48.9676901,,,,Route Départementale 14,Flins-sur-Seine,,78410.0,FR,True
BodyHit,,4.8374184,45.7617871,"Mo-Fr 08:30-14:00,16:00-20:30; Sa 09:00-13:00",+33472776233,https://bodyhit.fr/bodyhit-club-lyon-bellecour,Rue Thomassin,Lyon,,69002.0,FR,True
Basic-Fit,,2.3552585,48.8715477,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00",,,Boulevard de Strasbourg,Paris,37,75010.0,FR,True
Basic-Fit,,2.1425788,48.4426687,,,,Rue des Épinants,Étampes,,91150.0,FR,True
Basic-Fit,,2.1149467,43.9187205,,,,Rue des Portes d'Albi,Albi,,81000.0,FR,True
Basic-Fit,,1.3060546,43.6028067,,,,Chemin de la Salvetat,Colomiers,,31770.0,FR,True
,fitness,-1.453245,43.5280117,,,,Allée de la Ferme,Tarnos,,40220.0,FR,True
,fitness,5.2783804,43.4287677,,,,Allée du Château de Montvallon,Vitrolles,,13127.0,FR,True
KeepCool,,5.2583487,43.4357408,,,,Esplanade du Liourat,Vitrolles,,13127.0,FR,True
Basic-Fit,,5.2589274,43.435886,,,,Avenue Denis Padovani,Vitrolles,,13127.0,FR,True
Orange Bleue,,2.2104857,48.6877712,,,,Avenue du Québec,Villebon-sur-Yvette,10,91140.0,FR,True
Basic-Fit,,4.3676409,43.8313138,,,,Avenue de la Méditerranée,Nîmes,,30011.0,FR,True
,fitness,-0.5016004,46.8423565,,,,Rue de la Thude,Bressuire,,79300.0,FR,True
Espaliers,fitness,6.0431725,48.7666418,,,,Boulevard Roland Garros,Liverdun,,54460.0,FR,True
Saut alternatif,fitness,6.0425381,48.7659275,,,,Chemin de Rosières à Liverdun,Liverdun,,54460.0,FR,True
Barres parallèles,fitness,6.0424409,48.7650053,,,,Chemin de Rosières à Liverdun,Liverdun,,54460.0,FR,True
Échelle pyramidale,fitness,6.0404621,48.7650436,,,,Chemin de Rosières à Liverdun,Liverdun,,54460.0,FR,True
Barres de suspension,fitness,6.042746,48.7669918,,,,Boulevard Roland Garros,Liverdun,,54460.0,FR,True
Levé de tronc,fitness,6.0446001,48.7681524,,,,Boulevard Roland Garros,Liverdun,,54460.0,FR,True
Body-hit,,0.1991946,48.0032433,"Mo-Fr 08:00-15:00,16:00-21:00; Th 08:00-14:00,16:00-21:00; Sa 09:00-13:00",+33 7 49 42 71 24,,Rue Courthardy,Le Mans,,72000.0,FR,True
Poutre d'étirements,fitness,6.0455858,48.766177,,,,Chemin des Récompenses,Liverdun,,54460.0,FR,True
Poutres de saut,fitness,6.044297,48.765204,,,,Chemin des Récompenses,Liverdun,,54460.0,FR,True
Poutres,fitness,6.0448978,48.7667165,,,,Boulevard Roland Garros,Liverdun,,54460.0,FR,True
Roots fitness,,6.121647,45.9027939,,,,Avenue Bouvard,Annecy,,74000.0,FR,True
,fitness,0.5162701,43.6531688,,,,Chemin du Bois d'Auch,Auch,,32000.0,FR,True
,fitness,0.5133653,43.6517913,,,,Chemin du Bois d'Auch,Auch,,32000.0,FR,True
,fitness,0.5150247,43.6518151,,,,Chemin du Bois d'Auch,Auch,,32000.0,FR,True
,fitness,0.5151158,43.6518029,,,,Chemin du Bois d'Auch,Auch,,32000.0,FR,True
,fitness,0.515193,43.6517829,,,,Chemin du Bois d'Auch,Auch,,32000.0,FR,True
Éclore Yoga,yoga,-61.5128323,16.2764601,,,https://eclore-yoga.business.site/?utm_source=gmb&utm_medium=referral,Rue Firmin Moulin,Les Abymes,,97139.0,FR,True
,fitness,2.7460422,50.4533865,,,,Rue du Four de Paris,Grenay,,62160.0,FR,True
,fitness,-1.3085623,47.2067275,,,,Rue des Moulins,Le Landreau,,44430.0,FR,True
On Air Carré Sénart,,2.5427273,48.6204823,Mo-Fr 07:00-23:00; Sa-Su 08:00-20:00,,https://onair-fitness.fr/club/carre-senart/,Trait d'Union,Lieusaint,,77127.0,FR,True
,fitness,0.8720365,49.4825862,,,,Rue de Ronnenberg,Duclair,,76480.0,FR,True
,fitness,0.8754853,49.4846578,,,,Voie Verte,Duclair,,76480.0,FR,True
Freetness Energy,fitness,2.311529,48.7940016,,,,Sentier des Amandiers,Bagneux,,92220.0,FR,True
,fitness,1.356667,48.7349915,,,,Chemin de la Petite Bâte,Dreux,,28100.0,FR,True
Iron Bodyfit,,3.8392601,43.5684725,"Mo-Fr 10:00-14:00,16:00-20:00; Sa 09:00-13:00",,https://ironbodyfit.com,Allée Jean Monnet,Saint-Jean-de-Védas,27,34430.0,FR,True
,fitness,2.3198588,48.7887608,,,https://www.freetness.fr/machines/la-squat-machine/,Square Lamartine,Cachan,,94230.0,FR,True
,fitness,2.3199439,48.788762,,,,Square Lamartine,Cachan,,94230.0,FR,True
,fitness,2.320032,48.7887301,,,https://www.freetness.fr/machines/push-and-pull-multiprise/,Square Lamartine,Cachan,,94230.0,FR,True
,fitness,2.3207413,48.7887963,,,https://www.freetness.fr/machines/push-and-pull-multiprise/,Square Voltaire,Cachan,,94230.0,FR,True
,fitness,2.3207361,48.7887438,,,https://www.freetness.fr/machines/velo-elliptique-simple/,Square Voltaire,Cachan,,94230.0,FR,True
,fitness,2.3207834,48.7887153,,,https://www.freetness.fr/machines/la-cavalcade-simple/,Square Voltaire,Cachan,,94230.0,FR,True
,fitness,2.3208261,48.7887443,,,https://www.freetness.fr/machines/machine-a-triceps/,Square Voltaire,Cachan,,94230.0,FR,True
,,-3.2658742,48.7407428,,,,D 33,La Roche-Jaudy,,22450.0,FR,True
L'Orange Bleue,,-1.7067553,48.0850987,,,https://www.lorangebleue.fr/clubs/rennes-saint-jacques/,Rue du Temple de Blosne,Saint-Jacques-de-la-Lande,,35136.0,FR,True
L'Orange Bleue,,-1.5866634,48.113831,,,,Rue de la Rigourdière,Cesson-Sévigné,,35510.0,FR,True
Makadam Fitness,,-1.70826,48.086241,,,https://www.makadam-fitness.fr/clubs/salle-de-sport-rennes-saint-jacques-de-la-lande,Rue Henri Sellier,Saint-Jacques-de-la-Lande,,35136.0,FR,True
,fitness,2.3314711,48.814494,,,,Mail des Tilleuls,Gentilly,,94250.0,FR,True
,fitness,2.3300183,48.814653,,,,Aqueduc de la Vanne,Gentilly,,94250.0,FR,True
,fitness,2.3300551,48.8147039,,,,Aqueduc de la Vanne,Gentilly,,94250.0,FR,True
L'Orange Bleue,,3.1659761,50.6088691,,,,Rue des Fusillés,Villeneuve-d'Ascq,,59491.0,FR,True
Basic-Fit,fitness,2.1528038,43.9529542,,,https://www.basic-fit.com,Route de la Drêche,Lescure-d'Albigeois,41,81380.0,FR,True
,fitness,-1.4517671,43.5278269,,,,Allée de la Ferme,Tarnos,,40220.0,FR,True
,fitness,-1.4516596,43.5282155,,,,Avenue Joseph Ponsolle,Tarnos,,40220.0,FR,True
Lunaisens Golbey,fitness,6.4373794,48.1935753,,,https://proevolutionfitness.fr/,Rue d'Épinal,Golbey,,88190.0,FR,True
,fitness,1.5118489,44.8545059,,,,Rue Jean Lepointe,Pinsac,,46200.0,FR,True
,fitness,1.4911653,43.5911841,,,,Avenue Jean Gonord,Toulouse,,31500.0,FR,True
,fitness,1.491246,43.5912978,,,,Avenue Jean Gonord,Toulouse,,31500.0,FR,True
,fitness,1.490801,43.5916069,,,,Avenue Jean Gonord,Toulouse,,31500.0,FR,True
,fitness,1.4912268,43.5914132,,,,Avenue Jean Gonord,Toulouse,,31500.0,FR,True
,fitness,1.4916396,43.5917355,,,,Voie verte de la Vallée de l'Hers,Toulouse,,31500.0,FR,True
