@id,leisure,name,operator,sport,longitude,latitude,addr:city,addr:housenumber,addr:postcode,addr:street,website,addr:country,addr:suburb,contact:phone,contact:website,entrance,lastcheck,wheelchair,email,level,opening_hours,phone,check_date:opening_hours,wikimedia_commons,contact:facebook,note,sauna,description,old_name,postal_code,brand,brand:wikidata,brand:wikipedia,fax,check_date,layer,toilets:wheelchair,branch,contact:email,fixme,indoor,contact:fax,fee,toilets,addr:floor,wheelchair:description,note:opening_hours,opening_hours:signed,fitness_station,contact:city,contact:country,contact:housenumber,contact:instagram,contact:postcode,contact:street,currency:EUR,internet_access,old_name:language,operator:type,payment:cash,ref:vatin,amenity,access,personal_trainer,internet_access:fee,internet_access:operator,internet_access:ssid,alt_name,removed:contact:email,removed:contact:facebook,removed:contact:phone,removed:contact:website,removed:name,source,mobile,opening_date,not:name,url,female,male,disused:name,disused:short_name,ref,club,opening_hours:url,dispensing,fitness_station:for,start_date,swimming_pool,was:shop,tanning,opening_hours:covid19,brand:website,facebook,disused:shop,short_name,blind,opening_hours:lastcheck,post_office,post_office:brand,post_office:service_provider,image,tourism,shop,survey:date,contact:mobile,emergency,lit,dance:teaching,office,gender,cost,min_age,building,cuisine,healthcare,contact:foursquare,parts,service,addr:housename,children,baby,fitness_station:climbingframe,fitness_station:horizontal_bar,material,surface,last_check,official_name,payment:girocard,payment:mastercard,payment:visa,addr:place,diet:vegan,diet:vegetarian,outdoor_seating,health_facility:type,charge,door,wheelchair:description:de,healthcare:speciality,fitness_centre:for,name:de,name:en,name:ja,ele,disused:leisure,natural,contact:twitter,proposed:shop,price,addr:unit,university,covered,est_height,playground,sport_centre,payment:cards,payment:credit_cards,payment:debit_cards,contact:pinterest,contact:youtube,gymnastics,clothes,membership,sports_centre,description:de,outdoor,noexit,old_brand,contact:whatsapp,shelter_type,is_in,private,operator:wikidata,operator:wikipedia,exercise,internet_access:brand,internet_access:brand:wikidata,internet_access:captive_portal,health_specialty:yoga,note:de,female:signed,male:signed,building:roof:colour,training,was:name,contact:linkedin,contact:xing,website:check_date,payment:sepa,sports,mapillary,air_conditioning,smoking,toilets:fee,website_1,website_2,swimming,man_made,surveillance,opening_hours:office,not:brand:wikidata,elevator,changing_table,contact:yelp,step_count,backrest,seats,contact:telegram,owner,payment:coins,payment:notes,strapline,school,name:pl,payment,dance:style,loc_name,payment:apple_pay,payment:contactless,payment:google_pay,payment:maestro,payment:v_pay,source:addr,note:position,payment:ep_geldkarte,phone:mobile,old_name:1978-2008,old_name:2008,description:sport,sport:kungfu,sport:meditation,sport:qigong,sport:taijiquan,dog,source:name,defibrillator:location,source:opening_hours,description_1,level:ref,surveillance:type,parking,leisure_1,branch:de,branch:en,full_name,construction:leisure,construction:website,hansefit,source:date,temporary:access,ref:shop:num,addr:inclusion,disused,wheelchair:entrance_width,wheelchair:step_height,disused:contact:website,lastcheck:servicetime,toilets:access,service_times,wingtsun:teaching,old_addr:housenumber,old_addr:street,fitness_centre,climbing,parking:fee,phone_1,removed:leisure,climbing_pole,horizontal_bar,rings,wall_bars,contact:email_1,wikidata,abandoned:leisure,social_facility,social_facility:for,healthcare:counselling,building:levels,roof:levels,fitness_station:balance_beam,fitness_station:horizontal_ladder,room,count,light:method,light_source,woman,route,contact:url,payment:invoice,roof:shape,men,women,opening_hours:service,opening_hours:phone,capacity,inscription,vaccination,comment,payment:ec_cards,source:operator,bar,location,payment:american_express,reservation,rooms,stars,addr:interpolation,board_type,information,fitness_station:box,fitness_station:parallel_bars,fitness_station:push-up,noname,condition,name:signed,planned:leisure,massage,construction_year,name:ru,opening_hours:trainer,unisex,payment:visa_debit,opening_hours:sauna,panoramax,ref:forum,currency:XBT,payment:lightning,manufacturer,model,payment:lightning_contactless,payment:onchain,rental,min_height,payment:girocard_contactless,last_checked,panoramax:0,playground:theme,consulting,panoramax:1,panoramax:10,panoramax:11,panoramax:12,panoramax:2,panoramax:3,panoramax:4,panoramax:5,panoramax:6,panoramax:7,panoramax:8,panoramax:9,payment:prepaid_ticket,drinking_water:refill,atm,instagram,website:booking,board:title,direction,lgbtq,payment:paypal
node/601788339,fitness_centre,,,,9.3118191,48.7394734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/604316840,fitness_centre,MAXX Fitness & Gesundheit,,fitness,10.9176754,50.4130769,Eisfeld,124,98673,Coburger Straße,https://maxx-eisfeld.de/kontakt-anfahrt-oeffnungszeiten/,,,,,,,,info@sportstudio-maximum.de,,"Mo,We,Fr 09:00-21:30; Tu,Th 09:00-12:00,15:30-21:30; Sa,Su 14:00-19:00",+49 3686 300118,,,,,,,,,,,,+49 3686 302277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/604972529,fitness_centre,FitnessLoft,,,9.9701763,52.1645359,Hildesheim,65,31135,Bavenstedter Straße,,,,,,,,,,,,,,,,,,,TOYS & more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/611053044,fitness_station,,,fitness,10.8237603,49.9435435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/611053074,fitness_station,,,fitness,10.8270796,49.9396298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/611053098,fitness_station,,,fitness,10.8244747,49.9445147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/613596856,fitness_centre,WOF World of Fitness,,fitness,8.692712,50.5715419,Gießen,115C,35394,Schiffenberger Weg,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/616203871,fitness_centre,Arkaden Fitness,Nikolaus Schubert-Klempnauer,,11.9147976,47.8846123,Bruckmühl,14a,83052,Kirchdorfer Straße,,DE,,+49 8062 9488,https://www.arkaden-fitness.de/,,,,,,,,,,https://www.facebook.com/people/Arkaden-Ftness/,,,,,,,,,,,,,,mail@arkaden-fitness.de,,,+49 8062 9488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/617268225,fitness_centre,McFit,,fitness,13.4746956,52.5361874,Berlin,56-60,13055,Konrad-Wolf-Straße,https://www.mcfit.com/de/studiodetail/info/berlin-hohenschoenhausen.html,,,,,,,yes,,,24/7,+493097604201,,,,,,,,,McFit,Q871302,en:McFit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/618827638,sports_centre,Hardy's,,fitness,11.251835,48.1776713,Fürstenfeldbruck,5,82256,Ludwigstraße,https://www.hardys-freizeit.de/,DE,,,,,,yes,,,"Mo-Fr 06:00-23:00; Sa,Su 09:00-21:00",+49 8141 22716-0,,,,,,Sportstudio auf 2 Etagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/620087879,sports_centre,body + soul,,fitness,11.6649551,48.0419861,Brunnthal,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/621244840,fitness_centre,Bodystreet,,,10.8931852,48.364292,Augsburg,6,86150,Hermanstraße,https://www.bodystreet.com/de/studio/bodystreet-augsburg-koenigsplatz,DE,,,,,,,,,Mo-Fr 09:00-20:00; Sa 09:00-15:00,,,,,,,,,,Bodystreet,Q117880186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/637786044,fitness_centre,Sport.aktiv,,,9.4448252,48.7506149,,,,,,,,+49 7153 9275734,https://www.sportaktiv.style,,,,,,"Mo,We 09:00-12:00,14:00-22:00; Tu,Th 09:00-12:00,14:30-22:00; Fr 09:00-20:30; Sa 14:00-19:00; Su 09:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/639039733,fitness_centre,Aktivpunkt Trainingszentrum,,,10.3169451,47.7154279,,,,,https://aktivpunkt-trainingszentrum.de/,,,,,,,,,0,,+49 831 96091960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/640226316,fitness_centre,McFit,McFIT,fitness,6.8214873,51.2144913,Düsseldorf,343,40231,Erkrather Straße,https://www.mcfit.com/studios/de/mcfit-studio-duesseldorf-lierenfeld.html,DE,,,,,,no,,,24/7,+49 211 2406110,,,,,,,,,McFit,Q871302,en:McFit,,,,,Düsseldorf Lierenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/645677448,fitness_centre,Fitbox,,,13.333241,52.5267655,Berlin,74,10551,Turmstraße,https://www.bardorf-optik.de/,DE,Moabit,old:+49303921051,,,,no,,,Mo-Fr 09:00-20:00; Sa 09:00-15:00,,2024-10-22,,,,,,,,Fitbox,Q129168234,,,2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/652650092,fitness_centre,,,,12.5874063,51.2780653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/658834287,fitness_centre,Mrs.Sporty,,,6.2180284,51.2011168,,,,,https://www.mrssporty.de/,,,,,,,,,,,+49 2163 3414683,,,,,,,,,,,,+49 2163 3414684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/661146560,fitness_centre,Next Door,,,6.9578352,50.9266483,Köln,111,50678,Severinstraße,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/664244052,fitness_centre,Pilatesraum Berlin,Catherina Burkhardt,pilates,13.2925233,52.4744332,Berlin,33,14199,Breite Straße,https://www.pilatesraum-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/666073174,fitness_centre,Fitness First,Fitness First Germany GmbH,athletics;swimming;running,7.6118079,51.9764817,,,,,https://www.fitnessfirst.de/clubs/muenster-germania-campus,,,,,,,,,1,Mo-Fr  07:00-22:30; Sa-Su 08:00-20:00; PH 08:00-20:00,+49 251 210180,,,,,,,,,Fitness First,Q127120,en:Fitness First,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/667907065,fitness_centre,Fitbox,,,11.0063531,49.5899304,Erlangen,55,91052,Nürnberger Straße,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/669398151,fitness_station,,,fitness,9.2813552,49.799688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/672310058,fitness_centre,fit4life,,,8.4505541,53.1115664,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/673611600,fitness_centre,Viva Studio,,yoga,13.3080794,52.5021593,Berlin,98,10629,Wilmersdorfer Straße,,DE,Charlottenburg,,,,,,,,"Mo-Fr 08:00-17:00; Sa,Su 09:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/674051291,fitness_centre,Lichtraum,,yoga,7.2057994,51.4899221,Bochum,5,44809,Hedwigstraße,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/674741130,fitness_centre,McFIT Erfurt,McFIT,fitness,11.0365974,51.0029358,Erfurt,10,99086,Hugo-John-Straße,,,,+49 361 653 8380,https://www.mcfit.com/de/studiodetail/info/erfurt.html,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
